student_id,resource_type,time_spent,completion
3812,pdf,112,0
3813,pdf,85,1
3814,pdf,41,0
3815,pdf,64,1
3816,pdf,118,2
3817,pdf,51,2
3818,pdf,81,0
3819,pdf,53,0
3820,pdf,51,0
3821,pdf,86,1
3822,pdf,49,2
3823,pdf,82,0
3824,pdf,71,0
3825,pdf,110,1
3826,pdf,80,2
3827,pdf,78,1
3828,pdf,69,1
3829,pdf,108,0
3830,pdf,117,2
3831,pdf,88,1
3832,pdf,50,0
3833,pdf,109,0
3834,pdf,70,0
3835,pdf,61,0
3836,pdf,94,2
3837,pdf,93,0
3838,pdf,52,1
3839,pdf,68,1
3840,pdf,75,0
3841,pdf,90,0
3842,pdf,115,1
3843,pdf,79,1
3844,pdf,85,0
3845,pdf,78,1
3846,pdf,47,1
3847,pdf,50,2
3848,pdf,111,2
3849,pdf,117,2
3850,pdf,114,0
3851,pdf,83,1
3852,pdf,66,0
3853,pdf,56,2
3854,pdf,66,2
3855,pdf,77,2
3856,pdf,111,0
3857,pdf,111,0
3858,pdf,100,0
3859,pdf,107,2
3860,pdf,117,0
3861,pdf,114,2
3862,pdf,71,1
3863,pdf,81,0
3864,pdf,68,2
3865,pdf,49,2
3866,pdf,80,1
3867,pdf,83,0
3868,pdf,46,2
3869,pdf,120,2
3870,pdf,91,0
3871,pdf,102,2
3872,pdf,63,0
3873,pdf,58,1
3874,pdf,119,0
3875,pdf,105,2
3876,pdf,107,0
3877,pdf,113,2
3878,pdf,47,0
3879,pdf,107,1
3880,pdf,42,0
3881,pdf,80,0
3882,pdf,93,2
3883,pdf,88,1
3884,pdf,100,0
3885,pdf,65,1
3886,pdf,73,0
3887,pdf,67,0
3888,pdf,74,2
3889,pdf,44,2
3890,pdf,60,0
3891,pdf,105,2
3892,pdf,45,1
3893,pdf,64,2
3894,pdf,65,1
3895,pdf,44,0
3896,pdf,105,2
3897,pdf,74,0
3898,pdf,94,1
3899,pdf,62,1
3900,pdf,54,0
3901,pdf,117,1
3902,pdf,73,1
3903,pdf,51,2
3904,pdf,87,0
3905,pdf,62,2
3906,pdf,48,2
3907,pdf,40,2
3908,pdf,76,1
3909,pdf,95,1
3910,pdf,89,2
3911,pdf,105,1
3912,pdf,72,1
3913,pdf,97,2
3914,pdf,92,0
3915,pdf,117,2
3916,pdf,71,2
3917,pdf,103,1
3918,pdf,106,0
3919,pdf,74,2
3920,pdf,86,1
3921,pdf,69,0
3922,pdf,102,0
3923,pdf,100,2
3924,pdf,108,2
3925,pdf,48,0
3926,pdf,108,0
3927,pdf,97,0
3928,pdf,47,0
3929,pdf,95,1
3930,pdf,43,2
3931,pdf,57,1
3932,pdf,102,0
3933,pdf,51,1
3934,pdf,74,1
3935,pdf,92,2
3936,pdf,112,2
3937,pdf,73,0
3938,pdf,97,0
3939,pdf,86,1
3940,pdf,49,2
3941,pdf,107,0
3942,pdf,104,0
3943,pdf,98,2
3944,pdf,67,1
3945,pdf,50,0
3946,pdf,88,0
3947,pdf,86,2
3948,pdf,64,1
3949,pdf,110,1
3950,pdf,78,1
3951,pdf,52,1
3952,pdf,98,2
3953,pdf,64,2
3954,pdf,43,2
3955,pdf,77,1
3956,pdf,92,2
3957,pdf,51,0
3958,pdf,88,2
3959,pdf,88,2
3960,pdf,43,0
3961,pdf,45,2
3962,pdf,67,1
3963,pdf,46,2
3964,pdf,62,1
3965,pdf,102,2
3966,pdf,107,2
3967,pdf,66,1
3968,pdf,104,1
3969,pdf,71,1
3970,pdf,100,1
3971,pdf,111,1
3972,pdf,114,0
3973,pdf,78,0
3974,pdf,82,2
3975,pdf,68,1
3976,pdf,112,2
3977,pdf,56,2
3978,pdf,88,1
3979,pdf,55,1
3980,pdf,70,0
3981,pdf,111,0
3982,pdf,43,2
3983,pdf,52,0
3984,pdf,75,0
3985,pdf,48,0
3986,pdf,118,1
3987,pdf,51,2
3988,pdf,73,2
3989,pdf,90,0
3990,pdf,58,0
3991,pdf,77,2
3992,pdf,90,0
3993,pdf,113,0
3994,pdf,45,0
3995,pdf,40,0
3996,pdf,120,2
3997,pdf,86,2
3998,pdf,44,2
3999,pdf,61,2
4000,pdf,58,2
4001,pdf,107,2
4002,pdf,43,0
4003,pdf,97,2
4004,pdf,108,2
4005,pdf,57,0
4006,pdf,81,1
4007,pdf,51,1
4008,pdf,120,1
4009,pdf,40,2
4010,pdf,103,0
4011,pdf,115,2
4012,pdf,80,2
4013,pdf,107,0
4014,pdf,117,0
4015,pdf,56,0
4016,pdf,93,2
4017,pdf,96,2
4018,pdf,76,2
4019,pdf,99,2
4020,pdf,80,1
4021,pdf,59,2
4022,pdf,102,2
4023,pdf,99,0
4024,pdf,64,2
4025,pdf,44,0
4026,pdf,99,1
4027,pdf,45,1
4028,pdf,74,2
4029,pdf,65,0
4030,pdf,66,1
4031,pdf,62,0
4032,pdf,77,1
4033,pdf,64,1
4034,pdf,96,2
4035,pdf,68,2
4036,pdf,106,2
4037,pdf,58,0
4038,pdf,63,0
4039,pdf,110,1
4040,pdf,117,1
4041,pdf,58,0
4042,pdf,110,2
4043,pdf,41,2
4044,pdf,90,0
4045,pdf,116,1
4046,pdf,87,0
4047,pdf,73,2
4048,pdf,90,2
4049,pdf,96,0
4050,pdf,58,0
4051,pdf,59,2
4052,pdf,54,0
4053,pdf,107,2
4054,pdf,64,0
4055,pdf,88,0
4056,pdf,67,2
4057,pdf,55,1
4058,pdf,97,0
4059,pdf,49,1
4060,pdf,45,0
4061,pdf,63,0
4062,pdf,83,1
4063,pdf,112,1
4064,pdf,70,2
4065,pdf,58,1
4066,pdf,66,1
4067,pdf,41,0
4068,pdf,119,1
4069,pdf,104,0
4070,pdf,59,1
4071,pdf,78,0
4072,pdf,80,2
4073,pdf,54,2
4074,pdf,60,1
4075,pdf,116,0
4076,pdf,66,2
4077,pdf,70,1
4078,pdf,64,1
4079,pdf,59,1
4080,pdf,78,2
4081,pdf,117,1
4082,pdf,74,0
4083,pdf,59,1
4084,pdf,67,2
4085,pdf,53,2
4086,pdf,69,1
4087,pdf,55,0
4088,pdf,47,1
4089,pdf,116,1
4090,pdf,55,0
4091,pdf,88,0
4092,pdf,68,1
4093,pdf,78,0
4094,pdf,111,2
4095,pdf,69,0
4096,pdf,113,0
4097,pdf,104,1
4098,pdf,77,1
4099,pdf,89,0
4100,pdf,64,0
4101,pdf,59,1
4102,pdf,54,2
4103,pdf,88,1
4104,pdf,72,2
4105,pdf,53,1
4106,pdf,105,2
4107,pdf,119,2
4108,pdf,109,0
4109,pdf,108,0
4110,pdf,99,1
4111,pdf,77,0
4112,pdf,93,0
4113,pdf,46,1
4114,pdf,118,0
4115,pdf,57,0
4116,pdf,107,1
4117,pdf,82,0
4118,pdf,62,0
4119,pdf,77,0
4120,pdf,42,2
4121,pdf,89,2
4122,pdf,117,1
4123,pdf,84,1
4124,pdf,100,2
4125,pdf,47,0
4126,pdf,117,1
4127,pdf,102,2
4128,pdf,71,1
4129,pdf,42,2
4130,pdf,44,0
4131,pdf,84,1
4132,pdf,119,1
4133,pdf,118,0
4134,pdf,58,1
4135,pdf,109,2
4136,pdf,79,2
4137,pdf,54,1
4138,pdf,85,0
4139,pdf,48,1
4140,pdf,75,1
4141,pdf,99,0
4142,pdf,116,0
4143,pdf,59,1
4144,pdf,109,0
4145,pdf,50,2
4146,pdf,65,1
4147,pdf,65,0
4148,pdf,91,2
4149,pdf,58,1
4150,pdf,57,0
4151,pdf,77,1
4152,pdf,92,0
4153,pdf,75,1
4154,pdf,65,0
4155,pdf,43,1
4156,pdf,42,1
4157,pdf,70,0
4158,pdf,108,1
4159,pdf,102,2
4160,pdf,84,1
4161,pdf,113,0
4162,pdf,83,1
4163,pdf,42,2
4164,pdf,108,0
4165,pdf,104,1
4166,pdf,102,0
4167,pdf,94,1
4168,pdf,81,1
4169,pdf,71,0
4170,pdf,95,1
4171,pdf,98,1
4172,pdf,106,1
4173,pdf,110,2
4174,pdf,50,1
4175,pdf,92,1
4176,pdf,51,1
4177,pdf,59,2
4178,pdf,74,2
4179,pdf,104,0
4180,pdf,68,1
4181,pdf,70,1
4182,pdf,99,1
4183,pdf,46,2
4184,pdf,83,2
4185,pdf,55,0
4186,pdf,82,1
4187,pdf,86,0
4188,pdf,40,1
4189,pdf,120,1
4190,pdf,68,1
4191,pdf,112,2
4192,pdf,77,0
4193,pdf,83,1
4194,pdf,72,0
4195,pdf,66,1
4196,pdf,115,0
4197,pdf,119,1
4198,pdf,91,1
4199,pdf,66,1
4200,pdf,42,2
4201,pdf,46,2
4202,pdf,118,0
4203,pdf,62,2
4204,pdf,46,0
4205,pdf,91,0
4206,pdf,89,2
4207,pdf,97,1
4208,pdf,87,2
4209,pdf,119,0
4210,pdf,102,2
4211,pdf,92,2
4212,pdf,53,0
4213,pdf,63,2
4214,pdf,114,0
4215,pdf,106,1
4216,pdf,40,0
4217,pdf,88,0
4218,pdf,119,1
4219,pdf,53,0
4220,pdf,59,0
4221,pdf,40,0
4222,pdf,115,0
4223,pdf,76,0
4224,pdf,40,2
4225,pdf,43,2
4226,pdf,120,1
4227,pdf,116,0
4228,pdf,61,0
4229,pdf,81,1
4230,pdf,84,1
4231,pdf,62,1
4232,pdf,89,0
4233,pdf,100,1
4234,pdf,64,2
4235,pdf,47,2
4236,pdf,96,1
4237,pdf,81,2
4238,pdf,93,0
4239,pdf,56,2
4240,pdf,115,1
4241,pdf,47,1
4242,pdf,53,1
4243,pdf,104,2
4244,pdf,78,1
4245,pdf,80,2
4246,pdf,78,2
4247,pdf,87,0
4248,pdf,76,0
4249,pdf,65,0
4250,pdf,99,1
4251,pdf,64,2
4252,pdf,102,0
4253,pdf,79,1
4254,pdf,91,1
4255,pdf,109,1
4256,pdf,101,0
4257,pdf,71,0
4258,pdf,66,1
4259,pdf,59,0
4260,pdf,89,2
4261,pdf,52,1
4262,pdf,57,2
4263,pdf,90,0
4264,pdf,106,0
4265,pdf,106,1
4266,pdf,102,1
4267,pdf,93,1
4268,pdf,42,0
4269,pdf,113,2
4270,pdf,88,2
4271,pdf,115,0
4272,pdf,41,0
4273,pdf,89,1
4274,pdf,85,1
4275,pdf,80,2
4276,pdf,63,0
4277,pdf,62,1
4278,pdf,67,0
4279,pdf,59,0
4280,pdf,119,0
4281,pdf,85,1
4282,pdf,79,1
4283,pdf,114,1
4284,pdf,61,2
4285,pdf,42,2
4286,pdf,42,2
4287,pdf,115,0
4288,pdf,51,2
4289,pdf,86,0
4290,pdf,43,2
4291,pdf,97,2
4292,pdf,115,1
4293,pdf,85,2
4294,pdf,55,1
4295,pdf,96,1
4296,pdf,47,1
4297,pdf,89,2
4298,pdf,85,0
4299,pdf,43,0
4300,pdf,83,0
4301,pdf,69,2
4302,pdf,115,2
4303,pdf,109,0
4304,pdf,105,2
4305,pdf,50,0
4306,pdf,58,1
4307,pdf,76,1
4308,pdf,64,1
4309,pdf,86,0
4310,pdf,52,0
4311,pdf,80,2
4312,pdf,60,2
4313,pdf,110,0
4314,pdf,117,1
4315,pdf,47,1
4316,pdf,77,0
4317,pdf,79,1
4318,pdf,43,0
4319,pdf,118,1
4320,pdf,50,2
4321,pdf,94,2
4322,pdf,69,0
4323,pdf,104,2
4324,pdf,64,2
4325,pdf,50,2
4326,pdf,101,0
4327,pdf,100,2
4328,pdf,96,0
4329,pdf,82,2
4330,pdf,101,2
4331,pdf,58,2
4332,pdf,111,0
4333,pdf,71,2
4334,pdf,98,0
4335,pdf,110,1
4336,pdf,67,0
4337,pdf,107,2
4338,pdf,42,0
4339,pdf,59,2
4340,pdf,92,2
4341,pdf,90,1
4342,pdf,112,0
4343,pdf,46,2
4344,pdf,105,1
4345,pdf,84,1
4346,pdf,70,1
4347,pdf,80,0
4348,pdf,99,0
4349,pdf,62,0
4350,pdf,82,0
4351,pdf,73,1
4352,pdf,106,2
4353,pdf,83,0
4354,pdf,76,0
4355,pdf,97,2
4356,pdf,55,0
4357,pdf,76,2
4358,pdf,45,0
4359,pdf,113,0
4360,pdf,74,1
4361,pdf,96,1
4362,pdf,54,1
4363,pdf,92,1
4364,pdf,46,2
4365,pdf,74,1
4366,pdf,117,2
4367,pdf,116,1
4368,pdf,109,0
4369,pdf,64,1
4370,pdf,118,2
4371,pdf,62,2
4372,pdf,86,2
4373,pdf,90,0
4374,pdf,86,1
4375,pdf,119,0
4376,pdf,56,1
4377,pdf,47,1
4378,pdf,76,2
4379,pdf,60,0
4380,pdf,96,1
4381,pdf,118,2
4382,pdf,114,0
4383,pdf,59,2
4384,pdf,82,1
4385,pdf,107,1
4386,pdf,58,1
4387,pdf,71,2
4388,pdf,56,1
4389,pdf,63,1
4390,pdf,114,0
4391,pdf,115,0
4392,pdf,57,2
4393,pdf,98,2
4394,pdf,114,1
4395,pdf,72,2
4396,pdf,55,2
4397,pdf,71,1
4398,pdf,64,2
4399,pdf,99,1
4400,pdf,107,2
4401,pdf,86,1
4402,pdf,91,1
4403,pdf,75,2
4404,pdf,61,2
4405,pdf,90,2
4406,pdf,118,2
4407,pdf,41,2
4408,pdf,119,2
4409,pdf,95,1
4410,pdf,99,2
4411,pdf,112,2
4412,pdf,86,1
4413,pdf,100,0
4414,pdf,105,0
4415,pdf,107,2
4416,pdf,112,0
4417,pdf,91,2
4418,pdf,65,0
4419,pdf,93,1
4420,pdf,45,0
4421,pdf,95,0
4422,pdf,113,1
4423,pdf,78,0
4424,pdf,52,2
4425,pdf,55,2
4426,pdf,73,2
4427,pdf,92,0
4428,pdf,116,2
4429,pdf,55,1
4430,pdf,74,0
4431,pdf,60,2
4432,pdf,52,1
4433,pdf,90,1
4434,pdf,83,0
4435,pdf,99,2
4436,pdf,56,0
4437,pdf,89,1
4438,pdf,79,2
4439,pdf,60,1
4440,pdf,46,2
4441,pdf,98,1
4442,pdf,67,1
4443,pdf,103,2
4444,pdf,63,0
4445,pdf,116,1
4446,pdf,57,0
4447,pdf,41,1
4448,pdf,44,2
4449,pdf,53,2
4450,pdf,103,0
4451,pdf,58,0
4452,pdf,95,0
4453,pdf,50,0
4454,pdf,111,2
4455,pdf,77,0
4456,pdf,99,2
4457,pdf,42,1
4458,pdf,44,0
4459,pdf,93,1
4460,pdf,41,1
4461,pdf,94,0
4462,pdf,78,0
4463,pdf,65,2
4464,pdf,94,2
4465,pdf,65,1
4466,pdf,77,0
4467,pdf,54,0
4468,pdf,106,1
4469,pdf,82,1
4470,pdf,100,0
4471,pdf,53,2
4472,pdf,93,0
4473,pdf,94,0
4474,pdf,49,0
4475,pdf,82,1
4476,pdf,73,1
4477,pdf,86,2
4478,pdf,110,2
4479,pdf,117,0
4480,pdf,105,1
4481,pdf,59,1
4482,pdf,61,0
4483,pdf,60,2
4484,pdf,109,1
4485,pdf,46,2
4486,pdf,105,0
4487,pdf,59,0
4488,pdf,40,1
4489,pdf,83,2
4490,pdf,42,0
4491,pdf,77,2
4492,pdf,66,2
4493,pdf,53,1
4494,pdf,97,2
4495,pdf,113,1
4496,pdf,63,2
4497,pdf,101,1
4498,pdf,40,2
4499,pdf,82,2
4500,pdf,72,2
4501,pdf,79,1
4502,pdf,55,0
4503,pdf,119,0
4504,pdf,119,1
4505,pdf,53,2
4506,pdf,81,1
4507,pdf,59,0
4508,pdf,80,1
4509,pdf,108,1
4510,pdf,49,0
4511,pdf,50,1
4512,pdf,109,2
4513,pdf,95,1
4514,pdf,94,1
4515,pdf,65,1
4516,pdf,118,1
4517,pdf,44,1
4518,pdf,111,0
4519,pdf,60,2
4520,pdf,109,1
4521,pdf,95,2
4522,pdf,95,2
4523,pdf,84,1
4524,pdf,109,0
4525,pdf,80,0
4526,pdf,41,0
4527,pdf,94,2
4528,pdf,107,1
4529,pdf,60,1
4530,pdf,101,2
4531,pdf,57,0
4532,pdf,61,2
4533,pdf,109,2
4534,pdf,108,1
4535,pdf,69,0
4536,pdf,77,2
4537,pdf,85,2
4538,pdf,53,0
4539,pdf,112,1
4540,pdf,105,2
4541,pdf,40,1
4542,pdf,57,0
4543,pdf,77,2
4544,pdf,109,2
4545,pdf,75,1
4546,pdf,44,1
4547,pdf,78,2
4548,pdf,41,2
4549,pdf,100,1
4550,pdf,93,2
4551,pdf,98,0
4552,pdf,96,2
4553,pdf,51,1
4554,pdf,106,1
4555,pdf,106,1
4556,pdf,59,2
4557,pdf,110,0
4558,pdf,49,1
4559,pdf,116,0
4560,pdf,58,2
4561,pdf,81,0
4562,pdf,106,2
4563,pdf,89,0
4564,pdf,60,1
4565,pdf,71,1
4566,pdf,42,2
4567,pdf,62,1
4568,pdf,42,0
4569,pdf,73,2
4570,pdf,78,1
4571,pdf,62,0
4572,pdf,115,1
4573,pdf,65,2
4574,pdf,84,0
4575,pdf,119,2
4576,pdf,100,1
4577,pdf,91,2
4578,pdf,88,2
4579,pdf,94,2
4580,pdf,61,0
4581,pdf,105,0
4582,pdf,50,1
4583,pdf,41,2
4584,pdf,57,1
4585,pdf,47,2
4586,pdf,48,1
4587,pdf,87,0
4588,pdf,73,1
4589,pdf,116,1
4590,pdf,113,2
4591,pdf,91,2
4592,pdf,62,2
4593,pdf,77,1
4594,pdf,54,0
4595,pdf,52,2
4596,pdf,45,1
4597,pdf,63,1
4598,pdf,79,0
4599,pdf,57,1
4600,pdf,83,0
4601,pdf,60,0
4602,pdf,61,1
4603,pdf,85,1
4604,pdf,58,2
4605,pdf,90,1
4606,pdf,50,2
4607,pdf,113,2
4608,pdf,88,1
4609,pdf,103,2
4610,pdf,84,1
4611,pdf,67,2
4612,pdf,65,1
4613,pdf,90,2
4614,pdf,112,2
4615,pdf,87,1
4616,pdf,95,2
4617,pdf,69,0
4618,pdf,54,0
4619,pdf,87,0
4620,pdf,91,1
4621,pdf,81,1
4622,pdf,83,1
4623,pdf,61,2
4624,pdf,87,0
4625,pdf,81,2
4626,pdf,108,0
4627,pdf,55,0
4628,pdf,86,0
4629,pdf,115,1
4630,pdf,108,2
4631,pdf,99,2
4632,pdf,119,0
4633,pdf,76,2
4634,pdf,97,2
4635,pdf,81,2
4636,pdf,85,1
4637,pdf,43,1
4638,pdf,72,0
4639,pdf,83,2
4640,pdf,78,0
4641,pdf,117,2
4642,pdf,84,1
4643,pdf,105,1
4644,pdf,81,2
4645,pdf,42,1
4646,pdf,78,2
4647,pdf,85,0
4648,pdf,40,1
4649,pdf,120,2
4650,pdf,106,0
4651,pdf,117,0
4652,pdf,40,1
4653,pdf,120,0
4654,pdf,51,1
4655,pdf,41,0
4656,pdf,93,0
4657,pdf,44,1
4658,pdf,85,1
4659,pdf,82,1
4660,pdf,56,0
4661,pdf,77,1
4662,pdf,44,0
4663,pdf,114,1
4664,pdf,81,0
4665,pdf,45,2
4666,pdf,117,2
4667,pdf,52,1
4668,pdf,69,1
4669,pdf,56,0
4670,pdf,89,1
4671,pdf,67,1
4672,pdf,97,1
4673,pdf,56,2
4674,pdf,91,2
4675,pdf,110,2
4676,pdf,101,0
4677,pdf,43,0
4678,pdf,113,2
4679,pdf,105,2
4680,pdf,66,0
4681,pdf,118,2
4682,pdf,42,2
4683,pdf,103,2
4684,pdf,69,0
4685,pdf,103,0
4686,pdf,105,2
4687,pdf,77,1
4688,pdf,59,1
4689,pdf,84,1
4690,pdf,84,0
4691,pdf,59,1
4692,pdf,95,0
4693,pdf,89,2
4694,pdf,88,2
4695,pdf,76,0
4696,pdf,73,1
4697,pdf,70,0
4698,pdf,88,0
4699,pdf,40,1
4700,pdf,66,0
4701,pdf,42,2
4702,pdf,82,2
4703,pdf,54,1
4704,pdf,59,0
4705,pdf,95,0
4706,pdf,65,1
4707,pdf,111,0
4708,pdf,40,1
4709,pdf,92,0
4710,pdf,45,2
4711,pdf,98,1
4712,pdf,76,0
4713,pdf,120,0
4714,pdf,64,2
4715,pdf,120,0
4716,pdf,79,0
4717,pdf,101,0
4718,pdf,43,0
4719,pdf,96,1
4720,pdf,86,0
4721,pdf,56,0
4722,pdf,63,0
4723,pdf,103,0
4724,pdf,76,2
4725,pdf,45,1
4726,pdf,74,2
4727,pdf,55,1
4728,pdf,58,2
4729,pdf,116,0
4730,pdf,79,0
4731,pdf,108,0
4732,pdf,119,2
4733,pdf,59,2
4734,pdf,93,1
4735,pdf,95,1
4736,pdf,41,0
4737,pdf,54,2
4738,pdf,41,2
4739,pdf,78,1
4740,pdf,117,0
4741,pdf,71,1
4742,pdf,85,1
4743,pdf,44,2
4744,pdf,54,2
4745,pdf,46,1
4746,pdf,107,1
4747,pdf,42,1
4748,pdf,75,2
4749,pdf,72,1
4750,pdf,53,2
4751,pdf,114,1
4752,pdf,89,0
4753,pdf,66,0
4754,pdf,116,1
4755,pdf,77,1
4756,pdf,54,0
4757,pdf,100,0
4758,pdf,107,1
4759,pdf,41,0
4760,pdf,83,0
4761,pdf,119,2
4762,pdf,62,0
4763,pdf,89,2
4764,pdf,41,2
4765,pdf,64,1
4766,pdf,55,0
4767,pdf,51,2
4768,pdf,95,2
4769,pdf,51,2
4770,pdf,94,1
4771,pdf,117,2
4772,pdf,107,2
4773,pdf,66,1
4774,pdf,116,1
4775,pdf,59,0
4776,pdf,83,2
4777,pdf,40,2
4778,pdf,110,0
4779,pdf,67,2
4780,pdf,113,1
4781,pdf,63,1
4782,pdf,96,1
4783,pdf,104,1
4784,pdf,53,2
4785,pdf,98,0
4786,pdf,41,1
4787,pdf,119,0
4788,pdf,95,2
4789,pdf,87,1
4790,pdf,117,1
4791,pdf,51,0
4792,pdf,91,1
4793,pdf,81,2
4794,pdf,67,1
4795,pdf,51,0
4796,pdf,93,0
4797,pdf,78,2
4798,pdf,97,1
4799,pdf,87,1
4800,pdf,85,0
4801,pdf,119,2
4802,pdf,112,0
4803,pdf,113,2
4804,pdf,74,0
4805,pdf,112,2
4806,pdf,113,1
4807,pdf,116,2
4808,pdf,107,0
4809,pdf,53,0
4810,pdf,102,0
4811,pdf,101,1
4812,pdf,74,1
4813,pdf,82,0
4814,pdf,104,2
4815,pdf,68,2
4816,pdf,76,0
4817,pdf,58,1
4818,pdf,103,1
4819,pdf,86,2
4820,pdf,101,1
4821,pdf,93,2
4822,pdf,76,0
4823,pdf,98,2
4824,pdf,118,1
4825,pdf,84,1
4826,pdf,106,0
4827,pdf,110,2
4828,pdf,105,2
4829,pdf,45,2
4830,pdf,55,0
4831,pdf,81,0
4832,pdf,108,1
4833,pdf,111,1
4834,pdf,47,0
4835,pdf,84,0
4836,pdf,61,0
4837,pdf,77,2
4838,pdf,45,1
4839,pdf,44,1
4840,pdf,107,1
4841,pdf,82,2
4842,pdf,67,2
4843,pdf,56,1
4844,pdf,89,2
4845,pdf,84,2
4846,pdf,89,1
4847,pdf,99,1
4848,pdf,78,1
4849,pdf,41,0
4850,pdf,102,2
4851,pdf,52,2
4852,pdf,52,2
4853,pdf,96,2
4854,pdf,70,2
4855,pdf,87,1
4856,pdf,118,1
4857,pdf,116,1
4858,pdf,76,2
4859,pdf,114,2
4860,pdf,85,1
4861,pdf,91,2
4862,pdf,43,1
4863,pdf,106,2
4864,pdf,86,0
4865,pdf,110,1
4866,pdf,71,1
4867,pdf,100,0
4868,pdf,42,2
4869,pdf,86,1
4870,pdf,87,1
4871,pdf,88,2
4872,pdf,80,0
4873,pdf,46,0
4874,pdf,46,0
4875,pdf,103,2
4876,pdf,102,2
4877,pdf,85,0
4878,pdf,84,2
4879,pdf,71,2
4880,pdf,50,1
4881,pdf,73,2
4882,pdf,117,0
4883,pdf,54,1
4884,pdf,102,2
4885,pdf,44,2
4886,pdf,79,0
4887,pdf,118,1
4888,pdf,101,2
4889,pdf,110,1
4890,pdf,62,2
4891,pdf,79,1
4892,pdf,51,0
4893,pdf,89,1
4894,pdf,59,1
4895,pdf,55,0
4896,pdf,49,2
4897,pdf,44,1
4898,pdf,49,1
4899,pdf,46,2
4900,pdf,50,2
4901,pdf,70,0
4902,pdf,109,0
4903,pdf,106,1
4904,pdf,64,0
4905,pdf,87,0
4906,pdf,103,0
4907,pdf,62,2
4908,pdf,98,1
4909,pdf,72,0
4910,pdf,45,1
4911,pdf,83,2
4912,pdf,100,2
4913,pdf,45,2
4914,pdf,72,1
4915,pdf,52,1
4916,pdf,53,0
4917,pdf,44,1
4918,pdf,70,0
4919,pdf,56,2
4920,pdf,97,0
4921,pdf,100,1
4922,pdf,44,1
4923,pdf,84,2
4924,pdf,96,1
4925,pdf,84,1
4926,pdf,58,0
4927,pdf,75,1
4928,pdf,63,2
4929,pdf,56,1
4930,pdf,103,2
4931,pdf,117,1
4932,pdf,65,2
4933,pdf,94,0
4934,pdf,82,2
4935,pdf,81,1
4936,pdf,53,2
4937,pdf,64,2
4938,pdf,105,1
4939,pdf,112,0
4940,pdf,110,0
4941,pdf,83,2
4942,pdf,75,1
4943,pdf,51,2
4944,pdf,89,0
4945,pdf,61,1
4946,pdf,61,2
4947,pdf,105,1
4948,pdf,117,1
4949,pdf,104,1
4950,pdf,83,2
4951,pdf,109,2
4952,pdf,63,2
4953,pdf,54,2
4954,pdf,91,0
4955,pdf,47,0
4956,pdf,106,1
4957,pdf,98,1
4958,pdf,67,2
4959,pdf,63,1
4960,pdf,81,1
4961,pdf,99,0
4962,pdf,106,0
4963,pdf,71,1
4964,pdf,114,1
4965,pdf,114,0
4966,pdf,104,1
4967,pdf,48,1
4968,pdf,79,1
4969,pdf,83,1
4970,pdf,111,0
4971,pdf,47,2
4972,pdf,79,1
4973,pdf,68,0
4974,pdf,79,0
4975,pdf,108,1
4976,pdf,120,2
4977,pdf,49,2
4978,pdf,78,1
4979,pdf,99,1
4980,pdf,66,2
4981,pdf,120,0
4982,pdf,92,1
4983,pdf,58,2
4984,pdf,73,0
4985,pdf,46,2
4986,pdf,91,2
4987,pdf,75,1
4988,pdf,99,0
4989,pdf,59,1
4990,pdf,91,1
4991,pdf,65,1
4992,pdf,78,1
4993,pdf,93,2
4994,pdf,116,1
4995,pdf,70,2
4996,pdf,40,0
4997,pdf,54,0
4998,pdf,72,2
4999,pdf,73,0
5000,pdf,89,0
5001,pdf,98,1
5002,pdf,90,1
5003,pdf,50,1
5004,pdf,100,1
5005,pdf,48,0
5006,pdf,40,0
5007,pdf,47,1
5008,pdf,87,2
5009,pdf,43,0
5010,pdf,85,0
5011,pdf,104,1
5012,pdf,97,1
5013,pdf,89,1
5014,pdf,84,2
5015,pdf,54,1
5016,pdf,46,2
5017,pdf,65,1
5018,pdf,89,2
5019,pdf,58,0
5020,pdf,79,0
5021,pdf,81,2
5022,pdf,107,2
5023,pdf,55,0
5024,pdf,111,2
5025,pdf,111,0
5026,pdf,109,2
5027,pdf,60,1
5028,pdf,111,1
5029,pdf,114,0
5030,pdf,40,0
5031,pdf,99,2
5032,pdf,119,2
5033,pdf,61,0
5034,pdf,69,0
5035,pdf,44,2
5036,pdf,40,2
5037,pdf,73,1
5038,pdf,61,2
5039,pdf,54,0
5040,pdf,76,2
5041,pdf,80,1
5042,pdf,43,1
5043,pdf,74,0
5044,pdf,44,2
5045,pdf,89,0
5046,pdf,89,1
5047,pdf,48,1
5048,pdf,40,1
5049,pdf,109,1
5050,pdf,116,1
5051,pdf,67,0
5052,pdf,82,0
5053,pdf,101,0
5054,pdf,108,1
5055,pdf,104,2
5056,pdf,96,0
5057,pdf,58,0
5058,pdf,98,1
5059,pdf,112,0
5060,pdf,102,1
5061,pdf,117,0
5062,pdf,101,2
5063,pdf,65,1
5064,pdf,42,2
5065,pdf,99,1
5066,pdf,41,0
5067,pdf,68,1
5068,pdf,52,0
5069,pdf,64,1
5070,pdf,96,2
5071,pdf,101,1
5072,pdf,78,2
5073,pdf,40,2
5074,pdf,78,0
5075,pdf,91,0
5076,pdf,111,0
5077,pdf,59,2
5078,pdf,65,0
5079,pdf,109,2
5080,pdf,89,2
5081,pdf,40,0
5082,pdf,42,2
